,model,prompt_method,prompt_short,sample_size,target_material,target_thickness,pulse_width,energy,spot_size,intensity,power,cutoff_energy
1706,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.689,187.0,2.398,3.3,1.04e+20,12820000000000.0,6.5
1707,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,polystyrene,0.6,500.0,128.432,4.2,1.153e+21,256900000000000.0,58.7
1708,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.273,30.0,2.299,3.3,6.213e+20,76630000000000.0,4.2
1709,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,1.0,500.0,35.678,2.8,9.125e+20,71360000000000.0,32.1
1710,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.615,279.0,1.562,3.3,4.539e+19,5597000000000.0,4.1
1711,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.723,30.0,2.389,3.3,6.457e+20,79630000000000.0,6.1
1712,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.493,463.0,2.412,3.3,4.224e+19,5209000000000.0,4.7
1713,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.872,142.0,2.378,3.3,1.358e+20,16740000000000.0,5.9
1714,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.558,30.0,2.352,3.3,6.356e+20,78390000000000.0,4.7
1715,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.675,279.0,1.591,3.3,4.625e+19,5704000000000.0,4.8
1716,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.412,30.0,2.331,3.3,6.3e+20,77690000000000.0,4.5
1717,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,10.0,500.0,157.892,3.1,3.475e+21,315800000000000.0,43.5
1718,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.983,187.0,2.387,3.3,1.035e+20,12770000000000.0,6.7
1719,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.621,30.0,2.401,3.3,6.489e+20,80040000000000.0,5.6
1720,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.531,80.0,2.431,3.3,2.464e+20,30390000000000.0,5.1
1721,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.782,30.0,2.422,3.3,6.546e+20,80740000000000.0,6.4
1722,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,polypropylene,0.9,500.0,142.7,4.5,1.183e+21,285400000000000.0,75.6
1723,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.298,30.0,2.309,3.3,6.241e+20,76970000000000.0,4.3
1724,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.715,279.0,1.578,3.3,4.586e+19,5656000000000.0,4.7
1725,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.587,30.0,2.378,3.3,6.427e+20,79260000000000.0,5.2
1726,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.273,30.0,2.315,3.3,6.257e+20,77170000000000.0,4.1
1727,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.769,279.0,1.592,3.3,4.628e+19,5708000000000.0,4.7
1728,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.482,80.0,2.391,3.3,2.423e+20,29890000000000.0,4.9
1729,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.693,30.0,2.402,3.3,6.491e+20,80060000000000.0,6.1
1730,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.541,463.0,2.412,3.3,4.224e+19,5209000000000.0,5.0
1731,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.876,187.0,2.388,3.3,1.036e+20,12770000000000.0,5.8
1732,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.329,30.0,2.342,3.3,6.33e+20,78070000000000.0,4.4
1733,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.612,30.0,2.381,3.3,6.436e+20,79370000000000.0,5.7
1734,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.754,279.0,1.575,3.3,4.577e+19,5644000000000.0,4.6
1735,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,4.0,475.0,103.215,2.415,3.312e+21,217300000000000.0,38.9
1736,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.502,30.0,2.359,3.3,6.376e+20,78630000000000.0,4.8
1737,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.935,279.0,2.351,3.3,6.833e+19,8429000000000.0,5.6
1738,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.408,80.0,2.376,3.3,2.408e+20,29700000000000.0,4.7
1739,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.731,30.0,2.411,3.3,6.516e+20,80370000000000.0,6.3
1740,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.588,463.0,2.397,3.3,4.198e+19,5177000000000.0,5.1
1741,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.267,30.0,2.322,3.3,6.276e+20,77400000000000.0,4.2
1742,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.619,187.0,2.401,3.3,1.041e+20,12840000000000.0,5.9
1743,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.789,30.0,2.421,3.3,6.543e+20,80700000000000.0,6.5
1744,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.553,279.0,1.586,3.3,4.61e+19,5686000000000.0,4.5
1745,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,5.0,500.0,145.892,2.789,3.324e+21,291800000000000.0,42.7
1746,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.701,30.0,2.395,3.3,6.472e+20,79830000000000.0,6.0
1747,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.488,80.0,2.387,3.3,2.419e+20,29840000000000.0,4.8
1748,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.642,463.0,2.421,3.3,4.24e+19,5229000000000.0,5.2
1749,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.394,30.0,2.349,3.3,6.348e+20,78300000000000.0,4.6
1750,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.582,30.0,2.389,3.3,6.457e+20,79640000000000.0,5.8
1751,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.273,30.0,2.311,3.3,6.246e+20,77040000000000.0,4.2
1752,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.769,279.0,1.592,3.3,4.627e+19,5707000000000.0,4.9
1753,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.493,80.0,2.412,3.3,2.445e+20,30150000000000.0,5.1
1754,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.681,30.0,2.401,3.3,6.488e+20,80030000000000.0,6.5
1755,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.912,187.0,2.372,3.3,1.028e+20,12680000000000.0,6.7
1756,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.355,30.0,2.349,3.3,6.348e+20,78290000000000.0,4.6
1757,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.726,279.0,1.576,3.3,4.58e+19,5648000000000.0,5.2
1758,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.591,463.0,2.413,3.3,4.226e+19,5212000000000.0,5.3
1759,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.482,30.0,2.358,3.3,6.372e+20,78590000000000.0,4.7
1760,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,3.8,475.0,102.345,2.35,3.301e+21,215500000000000.0,38.9
1761,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.278,30.0,2.319,3.3,6.268e+20,77300000000000.0,4.3
1762,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.835,30.0,2.437,3.3,6.586e+20,81230000000000.0,7.1
1763,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.697,279.0,1.583,3.3,4.6e+19,5674000000000.0,4.7
1764,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.531,80.0,2.398,3.3,2.431e+20,29980000000000.0,5.4
1765,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.624,30.0,2.392,3.3,6.465e+20,79730000000000.0,6.3
1766,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.789,279.0,2.351,3.3,6.833e+19,8429000000000.0,5.8
1767,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.309,30.0,2.328,3.3,6.292e+20,77590000000000.0,4.5
1768,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.951,187.0,2.387,3.3,1.035e+20,12760000000000.0,6.9
1769,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.415,30.0,2.356,3.3,6.367e+20,78530000000000.0,5.0
1770,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,5.2,500.0,138.921,2.81,3.114e+21,277800000000000.0,43.2
1771,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.703,30.0,2.421,3.3,6.543e+20,80690000000000.0,6.7
1772,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.558,463.0,2.426,3.3,4.249e+19,5240000000000.0,5.1
1773,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.286,30.0,2.322,3.3,6.276e+20,77410000000000.0,4.1
1774,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.872,279.0,2.359,3.3,6.856e+19,8455000000000.0,6.1
1775,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.532,30.0,2.384,3.3,6.443e+20,79460000000000.0,5.2
1776,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.687,279.0,1.583,3.3,4.601e+19,5675000000000.0,4.7
1777,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,3.8,475.0,95.231,2.315,3.215e+21,200500000000000.0,38.9
1778,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.412,30.0,2.352,3.3,6.357e+20,78400000000000.0,4.6
1779,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.891,187.0,2.389,3.3,1.036e+20,12780000000000.0,6.5
1780,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.273,30.0,2.315,3.3,6.258e+20,77180000000000.0,4.2
1781,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.759,30.0,2.421,3.3,6.544e+20,80710000000000.0,6.4
1782,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.622,463.0,2.412,3.3,4.224e+19,5210000000000.0,5.1
1783,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.485,80.0,2.401,3.3,2.434e+20,30010000000000.0,4.9
1784,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.936,279.0,2.351,3.3,6.833e+19,8427000000000.0,5.8
1785,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,6.5,500.0,142.318,2.983,2.682e+21,284600000000000.0,35.2
1786,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.327,30.0,2.341,3.3,6.328e+20,78040000000000.0,4.4
1787,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.704,30.0,2.395,3.3,6.472e+20,79830000000000.0,5.7
1788,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.562,279.0,1.561,3.3,4.536e+19,5594000000000.0,4.1
1789,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.819,142.0,2.371,3.3,1.354e+20,16690000000000.0,5.3
1790,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.401,30.0,2.359,3.3,6.376e+20,78640000000000.0,4.7
1791,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.683,30.0,2.411,3.3,6.516e+20,80370000000000.0,6.0
1792,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,4.2,1200.0,210.5,45.0,5.612e+18,175400000000000.0,14.5
1793,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.774,279.0,2.337,3.3,6.792e+19,8376000000000.0,5.6
1794,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.513,30.0,2.381,3.3,6.436e+20,79370000000000.0,4.9
1795,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.629,463.0,2.408,3.3,4.217e+19,5202000000000.0,5.2
1796,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.298,30.0,2.322,3.3,6.275e+20,77390000000000.0,4.3
1797,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.952,187.0,2.392,3.3,1.037e+20,12790000000000.0,6.7
1798,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.371,30.0,2.346,3.3,6.34e+20,78200000000000.0,4.5
1799,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,8.2,500.0,155.832,3.112,2.851e+21,311600000000000.0,37.6
1800,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.582,30.0,2.385,3.3,6.447e+20,79500000000000.0,5.8
1801,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.273,30.0,2.312,3.3,6.248e+20,77060000000000.0,4.2
1802,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.769,279.0,1.589,3.3,4.618e+19,5696000000000.0,4.7
1803,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.491,80.0,2.401,3.3,2.433e+20,30010000000000.0,5.1
1804,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.605,30.0,2.359,3.3,6.375e+20,78630000000000.0,6.0
1805,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,4.0,475.0,105.623,2.5,3.358e+21,222300000000000.0,39.8
1806,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.732,279.0,2.341,3.3,6.803e+19,8390000000000.0,5.2
1807,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.298,30.0,2.301,3.3,6.219e+20,76700000000000.0,4.4
1808,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.621,30.0,2.412,3.3,6.519e+20,80400000000000.0,6.5
1809,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.557,463.0,2.409,3.3,4.219e+19,5204000000000.0,4.9
1810,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.893,187.0,2.368,3.3,1.027e+20,12660000000000.0,6.1
1811,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.431,30.0,2.351,3.3,6.354e+20,78370000000000.0,4.7
1812,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.715,30.0,2.427,3.3,6.559e+20,80900000000000.0,6.7
1813,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.262,30.0,2.319,3.3,6.268e+20,77300000000000.0,4.1
1814,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.689,279.0,1.578,3.3,4.586e+19,5656000000000.0,4.6
1815,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,1.0,500.0,29.871,2.5,8.811e+20,59740000000000.0,30.5
1816,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.576,30.0,2.389,3.3,6.457e+20,79630000000000.0,5.9
1817,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.488,80.0,2.412,3.3,2.444e+20,30150000000000.0,5.3
1818,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.783,30.0,2.435,3.3,6.581e+20,81170000000000.0,6.9
1819,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.351,30.0,2.342,3.3,6.329e+20,78060000000000.0,4.5
1820,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.629,279.0,1.595,3.3,4.635e+19,5716000000000.0,4.2
1821,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.912,187.0,2.379,3.3,1.031e+20,12720000000000.0,6.3
1822,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.537,30.0,2.371,3.3,6.407e+20,79030000000000.0,5.7
1823,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,5.5,1600.0,285.0,58.0,4.815e+18,190000000000000.0,17.5
1824,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.679,279.0,2.357,3.3,6.849e+19,8447000000000.0,5.1
1825,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.572,30.0,2.385,3.3,6.446e+20,79500000000000.0,5.8
1826,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.483,279.0,1.589,3.3,4.618e+19,5697000000000.0,4.2
1827,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,3.8,475.0,98.741,2.315,3.285e+21,207900000000000.0,38.6
1828,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.729,30.0,2.401,3.3,6.489e+20,80040000000000.0,6.5
1829,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.318,30.0,2.342,3.3,6.329e+20,78060000000000.0,4.7
1830,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.956,187.0,2.378,3.3,1.031e+20,12720000000000.0,5.7
1831,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.689,463.0,2.413,3.3,4.226e+19,5212000000000.0,5.2
1832,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.401,30.0,2.359,3.3,6.376e+20,78640000000000.0,4.9
1833,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,5.2,500.0,145.236,2.843,3.581e+21,290500000000000.0,43.2
1834,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.763,80.0,2.437,3.3,2.47e+20,30460000000000.0,5.8
1835,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.528,30.0,2.372,3.3,6.41e+20,79060000000000.0,5.4
1836,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.892,279.0,2.351,3.3,6.833e+19,8428000000000.0,5.6
1837,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.615,30.0,2.393,3.3,6.468e+20,79780000000000.0,6.0
1838,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,4.5,1200.0,210.0,45.0,6.912e+18,175000000000000.0,18.5
1839,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.287,30.0,2.329,3.3,6.295e+20,77630000000000.0,4.6
1840,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.708,30.0,2.416,3.3,6.53e+20,80540000000000.0,6.4
1841,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.549,463.0,2.387,3.3,4.181e+19,5155000000000.0,4.7
1842,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.781,30.0,2.421,3.3,6.543e+20,80690000000000.0,6.6
1843,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.413,279.0,1.576,3.3,4.581e+19,5648000000000.0,4.1
1844,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,2.9,475.0,85.632,2.187,3.252e+21,180300000000000.0,35.8
1845,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.657,30.0,2.398,3.3,6.481e+20,79940000000000.0,6.1
1846,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.502,80.0,2.412,3.3,2.444e+20,30150000000000.0,5.0
1847,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.936,187.0,2.369,3.3,1.027e+20,12670000000000.0,5.9
1848,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.371,30.0,2.346,3.3,6.34e+20,78200000000000.0,4.8
1849,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.825,30.0,2.427,3.3,6.559e+20,80890000000000.0,6.7
1850,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.482,30.0,2.31,3.3,6.24e+20,77000000000000.0,4.4
1851,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.769,30.0,2.41,3.3,6.51e+20,80330000000000.0,6.2
1852,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.593,279.0,1.58,3.3,4.59e+19,5665000000000.0,4.0
1853,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.273,30.0,2.32,3.3,6.27e+20,77330000000000.0,4.5
1854,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.685,187.0,2.37,3.3,1.03e+20,12670000000000.0,5.5
1855,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.506,30.0,2.35,3.3,6.35e+20,78330000000000.0,4.8
1856,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.897,279.0,2.34,3.3,6.8e+19,8386000000000.0,5.5
1857,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.443,80.0,2.42,3.3,2.45e+20,30250000000000.0,4.8
1858,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.663,30.0,2.39,3.3,6.46e+20,79670000000000.0,6.2
1859,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.551,463.0,2.4,3.3,4.2e+19,5183000000000.0,4.8
1860,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.738,30.0,2.4,3.3,6.49e+20,80080000000000.0,5.5
1861,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.281,30.0,2.3,3.3,6.22e+20,76670000000000.0,4.0
1862,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.626,279.0,1.6,3.3,4.65e+19,5735000000000.0,4.3
1863,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.723,30.0,2.38,3.3,6.43e+20,79330000000000.0,6.8
1864,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.597,187.0,2.36,3.3,1.02e+20,12620000000000.0,4.8
1865,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.301,30.0,2.31,3.3,6.24e+20,77000000000000.0,4.5
1866,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.54,30.0,2.34,3.3,6.32e+20,78000000000000.0,4.8
1867,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.981,279.0,2.35,3.3,6.83e+19,8423000000000.0,6.0
1868,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.279,30.0,2.28,3.3,6.16e+20,76000000000000.0,4.0
1869,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.529,80.0,2.41,3.3,2.44e+20,30130000000000.0,5.5
1870,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,polystyrene,0.8,500.0,125.0,3.5,1.53e+21,250000000000000.0,60.0
1871,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,5.0,1500.0,270.0,60.0,4.42e+18,180000000000000.0,16.0
1872,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,4.0,475.0,100.0,2.5,3.4e+21,210500000000000.0,41.0
1873,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,1.1,500.0,30.0,2.5,8.5e+20,60000000000000.0,30.0
1874,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,10.0,500.0,150.0,3.3,2.5e+21,300000000000000.0,35.0
1875,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.583,30.0,2.389,3.3,6.457e+20,79630000000000.0,5.8
1876,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,3.5,475.0,95.234,2.315,3.125e+21,200500000000000.0,38.2
1877,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.692,279.0,1.588,3.3,4.615e+19,5692000000000.0,4.6
1878,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.421,30.0,2.352,3.3,6.356e+20,78390000000000.0,4.9
1879,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.769,187.0,2.401,3.3,1.041e+20,12840000000000.0,6.5
1880,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,4.2,1200.0,210.5,45.0,6.912e+18,175400000000000.0,18.5
1881,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.535,80.0,2.437,3.3,2.47e+20,30460000000000.0,5.2
1882,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.298,30.0,2.319,3.3,6.268e+20,77300000000000.0,4.2
1883,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.881,279.0,2.358,3.3,6.853e+19,8452000000000.0,5.7
1884,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,6.5,500.0,145.823,2.798,3.508e+21,291600000000000.0,35.6
1885,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.672,30.0,2.395,3.3,6.473e+20,79840000000000.0,6.4
1886,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.489,463.0,2.412,3.3,4.224e+19,5209000000000.0,4.7
1887,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.753,30.0,2.428,3.3,6.562e+20,80940000000000.0,6.7
1888,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.387,30.0,2.341,3.3,6.326e+20,78020000000000.0,4.7
1889,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.615,279.0,1.575,3.3,4.577e+19,5644000000000.0,4.4
1890,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,2.8,475.0,82.451,2.189,2.996e+21,173600000000000.0,33.9
1891,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.932,187.0,2.372,3.3,1.029e+20,12690000000000.0,6.3
1892,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.271,30.0,2.309,3.3,6.241e+20,76970000000000.0,4.1
1893,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.706,30.0,2.417,3.3,6.533e+20,80570000000000.0,6.6
